school_id,region,division,n_test_takers,filipino_mps,math_mps,english_mps,science_mps,araling_panlipunan_mps,overall_mps
150012,Region I,Ilocos Norte,6,72.22222222222223,61.53846153846154,67.90123456790123,67.90123456790123,72.8395061728395,68.5323383084577
400033,Region I,Ilocos Sur,4,47.22222222222222,35.57692307692308,51.851851851851855,44.44444444444444,44.44444444444444,44.776119402985074
100325,Region I,Ilocos Sur,2,46.2962962962963,25.0,40.74074074074074,22.22222222222222,44.44444444444444,35.82089552238806
100495,Region I,Ilocos Sur,4,64.81481481481481,47.11538461538461,58.333333333333336,60.18518518518518,56.48148148148148,57.46268656716418
100326,Region I,Ilocos Sur,4,71.29629629629629,67.3076923076923,79.62962962962963,46.2962962962963,80.55555555555556,69.02985074626865
100462,Region I,Ilocos Sur,4,63.888888888888886,54.80769230769231,70.37037037037037,50.0,65.74074074074075,61.007462686567166
100327,Region I,Ilocos Sur,13,53.84615384615385,35.79881656804734,39.60113960113959,39.03133903133903,51.851851851851855,44.08725602755453
100328,Region I,Ilocos Sur,2,72.22222222222223,55.76923076923077,64.81481481481481,61.111111111111114,62.96296296296296,63.43283582089552
100686,Region I,Ilocos Sur,4,80.55555555555556,80.76923076923077,72.22222222222223,75.92592592592592,78.70370370370371,77.61194029850746
100329,Region I,Ilocos Sur,2,68.51851851851852,26.923076923076923,48.148148148148145,48.148148148148145,66.66666666666667,51.865671641791046
100330,Region I,Ilocos Sur,6,62.34567901234568,50.0,50.61728395061728,35.18518518518518,66.04938271604938,52.86069651741293
100399,Region I,Ilocos Sur,4,82.4074074074074,72.11538461538461,73.14814814814815,67.5925925925926,64.81481481481481,72.01492537313433
100496,Region I,Ilocos Sur,2,72.22222222222223,59.61538461538461,74.07407407407408,61.111111111111114,61.111111111111114,65.67164179104478
100400,Region I,Ilocos Sur,4,73.14814814814815,70.1923076923077,59.25925925925926,66.66666666666667,75.92592592592592,69.02985074626865
100533,Region I,Ilocos Sur,10,71.48148148148148,50.0,65.18518518518519,58.51851851851852,70.74074074074075,63.28358208955224
